driver_program,0,61.78658485412598,/dev/shm/val/spark-1570914736-tmpfsAD_1it_25cpus_120delay_withpc_em-1,allfiles
increment_data,51.51564431190491,51.93988800048828,bigbrain_0_1812_0.nii,157520
save_incremented,51.940011978149414,52.72369050979614,bigbrain_0_1812_0.nii,157520
load_img,51.450151205062866,51.45136857032776,bigbrain_0_2416_2085.nii,157541
increment_data,51.451573610305786,51.935211181640625,bigbrain_0_2416_2085.nii,157541
save_incremented,51.93535304069519,52.709959745407104,bigbrain_0_2416_2085.nii,157541
load_img,51.449524879455566,51.45052719116211,bigbrain_0_2416_2085.nii,157535
increment_data,51.4507098197937,51.93520426750183,bigbrain_0_2416_2085.nii,157535
save_incremented,51.93535041809082,52.70925283432007,bigbrain_0_2416_2085.nii,157535
load_img,51.44916033744812,51.45019054412842,bigbrain_0_2416_2085.nii,157508
increment_data,51.45039772987366,51.935904026031494,bigbrain_0_2416_2085.nii,157508
save_incremented,51.93601179122925,52.70967102050781,bigbrain_0_2416_2085.nii,157508
load_img,51.4348349571228,51.43592619895935,bigbrain_0_1812_3475.nii,157576
increment_data,51.43616008758545,51.87390732765198,bigbrain_0_1812_3475.nii,157576
save_incremented,51.87407827377319,52.59096360206604,bigbrain_0_1812_3475.nii,157576
load_img,51.434818267822266,51.43588662147522,bigbrain_0_1812_3475.nii,157547
increment_data,51.43609642982483,51.87424993515015,bigbrain_0_1812_3475.nii,157547
save_incremented,51.874391317367554,52.59058094024658,bigbrain_0_1812_3475.nii,157547
load_img,51.299193143844604,51.300230503082275,bigbrain_0_0_5560.nii,157582
increment_data,51.30044436454773,51.723973512649536,bigbrain_0_0_5560.nii,157582
save_incremented,51.7241268157959,52.5574266910553,bigbrain_0_0_5560.nii,157582
load_img,51.26135969161987,51.262391805648804,bigbrain_0_1812_0.nii,157552
increment_data,51.2625892162323,51.65041160583496,bigbrain_0_1812_0.nii,157552
save_incremented,51.650562047958374,52.52130675315857,bigbrain_0_1812_0.nii,157552
load_img,51.19226956367493,51.19322109222412,bigbrain_0_1208_2780.nii,157560
increment_data,51.193411111831665,51.64146065711975,bigbrain_0_1208_2780.nii,157560
save_incremented,51.64158272743225,52.402302503585815,bigbrain_0_1208_2780.nii,157560
load_img,51.19165658950806,51.192691802978516,bigbrain_0_1208_2780.nii,157568
increment_data,51.19290614128113,51.64077138900757,bigbrain_0_1208_2780.nii,157568
save_incremented,51.64090919494629,52.402658462524414,bigbrain_0_1208_2780.nii,157568
load_img,51.14686322212219,51.147846698760986,bigbrain_0_0_4170.nii,157589
increment_data,51.14803767204285,51.56407928466797,bigbrain_0_0_4170.nii,157589
save_incremented,51.56423044204712,52.27691411972046,bigbrain_0_0_4170.nii,157589
load_img,51.030924797058105,51.032068729400635,bigbrain_0_0_5560.nii,157529
increment_data,51.03229069709778,51.411869764328,bigbrain_0_0_5560.nii,157529
save_incremented,51.41206455230713,52.32327222824097,bigbrain_0_0_5560.nii,157529
load_img,50.79960107803345,50.800942182540894,bigbrain_0_0_5560.nii,157556
increment_data,50.80129337310791,51.17357325553894,bigbrain_0_0_5560.nii,157556
save_incremented,51.17372250556946,52.11343574523926,bigbrain_0_0_5560.nii,157556
load_img,50.54341721534729,50.54444074630737,bigbrain_0_3020_0.nii,157523
increment_data,50.54464840888977,50.95824980735779,bigbrain_0_3020_0.nii,157523
